first_day_of_month,cfips,microbusiness_density
550.0,26103,5.8149958
578.0,26103,5.9229178
609.0,26103,5.9777937
639.0,26103,5.924747
670.0,26103,5.9741354
700.0,26103,5.9613309
731.0,26103,5.9704771
762.0,26103,5.9375515
792.0,26103,5.9777937
823.0,26103,6.038157
853.0,26103,6.0216942
884.0,26103,6.1087465
915.0,26103,5.9711623
943.0,26103,6.0775609
974.0,26103,6.042706
1004.0,26103,5.9803348
1035.0,26103,5.917963
1065.0,26103,5.9436455
1096.0,26103,5.9161286
1127.0,26103,5.661139
1157.0,26103,5.4336658
0.0,26105,10.93955
31.0,26105,10.54151
61.0,26105,10.61587
92.0,26105,10.637739
122.0,26105,10.716473
153.0,26105,10.782434
184.0,26105,10.61253
213.0,26105,10.377276
244.0,26105,10.002614
274.0,26105,10.020041
305.0,26105,9.8719177
335.0,26105,10.059249
366.0,26105,9.9721184
397.0,26105,10.081032
427.0,26105,10.059249
458.0,26105,10.059249
488.0,26105,11.008974
519.0,26105,10.853891
550.0,26105,5.1294303
578.0,26105,5.2510424
609.0,26105,5.3118486
639.0,26105,5.2814455
670.0,26105,5.277102
700.0,26105,5.3075051
731.0,26105,5.290132
762.0,26105,5.2684155
792.0,26105,5.2380123
823.0,26105,5.3292217
853.0,26105,5.3031621
884.0,26105,5.2879219
915.0,26105,5.2792888
943.0,26105,5.3008718
974.0,26105,5.3095055
1004.0,26105,5.2965555
1035.0,26105,5.3310885
1065.0,26105,5.4044719
1096.0,26105,5.3828888
1127.0,26105,5.3526721
1157.0,26105,5.3569889
0.0,26107,2.2981615
31.0,26107,2.3438392
61.0,26107,2.4037912
92.0,26107,2.4095011
122.0,26107,2.3895171
153.0,26107,2.3593621
184.0,26107,2.3622048
213.0,26107,2.3366213
244.0,26107,2.4076865
274.0,26107,2.3877881
305.0,26107,2.3849456
335.0,26107,2.4133716
366.0,26107,2.4133716
397.0,26107,2.4105289
427.0,26107,2.3849456
458.0,26107,2.3963161
488.0,26107,2.3650472
519.0,26107,2.3611979
550.0,26107,2.2816389
578.0,26107,2.3043702
609.0,26107,2.295846
639.0,26107,2.290163
670.0,26107,2.3043702
700.0,26107,2.2844803
731.0,26107,2.3299427
762.0,26107,2.3356254
792.0,26107,2.383929
823.0,26107,2.4464397
853.0,26107,2.440757
884.0,26107,2.4674628
915.0,26107,2.4844019
943.0,26107,2.4928715
974.0,26107,2.4985178
1004.0,26107,2.4815788
1035.0,26107,2.5380423
1065.0,26107,2.6453233
1096.0,26107,2.6227379
1127.0,26107,2.6283844
1157.0,26107,2.7130799
0.0,26109,2.7466724
31.0,26109,2.6251848
61.0,26109,2.6146207
92.0,26109,2.6093388
122.0,26109,2.5142615
153.0,26109,2.5555379
184.0,26109,2.5131223
213.0,26109,2.4866126
244.0,26109,2.4707067
274.0,26109,2.4813106
305.0,26109,2.4760087
335.0,26109,2.4654047
366.0,26109,2.4548008
397.0,26109,2.433593
427.0,26109,2.4441969
458.0,26109,2.3911777
488.0,26109,2.3699698
519.0,26109,2.34375
550.0,26109,2.5350766
578.0,26109,2.5244472
609.0,26109,2.5297618
639.0,26109,2.5244472
670.0,26109,2.4872448
700.0,26109,2.4713011
731.0,26109,2.4553571
762.0,26109,2.4394133
792.0,26109,2.4819303
823.0,26109,2.4978743
853.0,26109,2.5031888
884.0,26109,2.5160255
915.0,26109,2.4732907
943.0,26109,2.4626069
974.0,26109,2.4412394
1004.0,26109,2.4412394
1035.0,26109,2.4679487
1065.0,26109,2.5213675
1096.0,26109,2.4893162
1127.0,26109,2.5106838
1157.0,26109,2.5213675
0.0,26111,4.2947321
31.0,26111,4.2349768
61.0,26111,4.2242517
92.0,26111,4.323844
122.0,26111,4.2717495
153.0,26111,4.23804
184.0,26111,4.1554508
213.0,26111,4.1478038
244.0,26111,4.2028632
274.0,26111,4.1952162
305.0,26111,4.2166281
335.0,26111,4.1906276
366.0,26111,4.2426281
397.0,26111,4.2242751
427.0,26111,4.2288632
458.0,26111,4.2059221
488.0,26111,4.1845098
519.0,26111,4.1262803
550.0,26111,4.1033483
578.0,26111,4.0727715
609.0,26111,4.0743008
639.0,26111,4.0727715
670.0,26111,4.0406666
700.0,26111,4.0620699
731.0,26111,4.0605412
762.0,26111,4.078887
792.0,26111,4.0957041
823.0,26111,4.1109924
853.0,26111,4.1354532
884.0,26111,4.13237
915.0,26111,4.1262727
943.0,26111,4.1415157
974.0,26111,4.1186514
1004.0,26111,4.1262727
1035.0,26111,4.1247487
1065.0,26111,4.1628561
1096.0,26111,4.1445642
1127.0,26111,4.1643801
1157.0,26111,4.1872449
0.0,26113,1.8600608
31.0,26113,1.9904389
61.0,26113,2.0078228
92.0,26113,1.981747
122.0,26113,1.9904389
153.0,26113,1.9509234
184.0,26113,1.9942772
213.0,26113,1.9075695
244.0,26113,1.9249111
274.0,26113,1.9509234
305.0,26113,1.9942772
335.0,26113,1.9942772
366.0,26113,2.0202897
397.0,26113,2.0289605
427.0,26113,2.0809851
458.0,26113,2.0723143
488.0,26113,2.0636435
519.0,26113,2.0696225
550.0,26113,2.0956011
578.0,26113,2.0956011
609.0,26113,2.1042604
639.0,26113,2.0956011
670.0,26113,2.0869415
700.0,26113,2.1042604
731.0,26113,2.0696225
762.0,26113,2.0696225
792.0,26113,2.0696225
823.0,26113,2.0782819
853.0,26113,2.1215794
884.0,26113,2.0982027
915.0,26113,2.0724051
943.0,26113,2.0810044
974.0,26113,2.0552068
1004.0,26113,2.0466077
1035.0,26113,2.0552068
1065.0,26113,2.1755955
1096.0,26113,2.1583972
1127.0,26113,2.1325996
1157.0,26113,2.1497979
0.0,26115,2.9651332
31.0,26115,2.7563453
61.0,26115,2.7563453
92.0,26115,2.7365835
122.0,26115,2.739161
153.0,26115,2.7191443
184.0,26115,2.6883423
213.0,26115,2.6891978
244.0,26115,2.6643851
274.0,26115,2.668663
305.0,26115,2.6772192
335.0,26115,2.6737969
366.0,26115,2.6951871
397.0,26115,2.7088771
427.0,26115,2.700321
458.0,26115,2.7037432
488.0,26115,2.6900535
519.0,26115,2.6633041
550.0,26115,2.7612824
578.0,26115,2.7732103
609.0,26115,2.7928059
639.0,26115,2.7808781
670.0,26115,2.7672462
700.0,26115,2.7757661
731.0,26115,2.8004737
762.0,26115,2.8158095
792.0,26115,2.8652246
823.0,26115,2.8916361
853.0,26115,2.8873761
884.0,26115,2.8723304
915.0,26115,2.8757217
943.0,26115,2.9062424
974.0,26115,2.9215026
1004.0,26115,2.9096334
1035.0,26115,2.9053946
1065.0,26115,2.9393063
1096.0,26115,2.9350674
1127.0,26115,2.924046
1157.0,26115,2.9257417
0.0,26117,2.2790966
31.0,26117,2.4357073
61.0,26117,2.4027367
92.0,26117,2.5799539
122.0,26117,2.3986151
153.0,26117,2.3332856
184.0,26117,2.2698922
213.0,26117,2.2842069
244.0,26117,2.316926
274.0,26117,2.2964766
305.0,26117,2.2719371
335.0,26117,2.280117
366.0,26117,2.2555776
397.0,26117,2.2433078
427.0,26117,2.2310383
458.0,26117,2.2167237
488.0,26117,2.2310383
519.0,26117,2.2046411
550.0,26117,2.1802356
578.0,26117,2.1619313
609.0,26117,2.1558299
639.0,26117,2.1334581
670.0,26117,2.1375256
700.0,26117,2.1293905
731.0,26117,2.1314242
762.0,26117,2.1151538
792.0,26117,2.0988834
823.0,26117,2.102951
853.0,26117,2.0846469
884.0,26117,2.0600388
915.0,26117,2.0580132
943.0,26117,2.053962
974.0,26117,2.0701668
1004.0,26117,2.06409
1035.0,26117,2.0620644
1065.0,26117,2.0904229
1096.0,26117,2.0661156
1127.0,26117,2.0843461
1157.0,26117,2.0863717
0.0,26119,2.5475285
31.0,26119,2.5602028
61.0,26119,2.4968314
92.0,26119,2.5348542
122.0,26119,2.5982256
153.0,26119,2.5921221
184.0,26119,2.5540025
213.0,26119,2.5921221
244.0,26119,2.8462515
274.0,26119,2.7700126
305.0,26119,2.7700126
335.0,26119,2.7827191
366.0,26119,2.7700126
397.0,26119,2.5540025
427.0,26119,2.7573063
458.0,26119,2.7827191
488.0,26119,2.8335452
519.0,26119,2.8665652
550.0,26119,2.8031456
578.0,26119,2.7650938
609.0,26119,2.7650938
639.0,26119,2.7270422
670.0,26119,2.7143581
700.0,26119,2.7650938
731.0,26119,2.7397261
762.0,26119,2.6889904
792.0,26119,2.6889904
823.0,26119,2.7143581
853.0,26119,2.7397261
884.0,26119,2.7802351
915.0,26119,2.7170479
943.0,26119,2.7549603
974.0,26119,2.7296853
1004.0,26119,2.7296853
1035.0,26119,2.6917729
1065.0,26119,2.7296853
1096.0,26119,2.7675977
1127.0,26119,2.7675977
1157.0,26119,2.7549603
0.0,26121,2.8256338
31.0,26121,2.8521621
61.0,26121,2.8150225
92.0,26121,2.8309395
122.0,26121,2.8339713
153.0,26121,2.8329446
184.0,26121,2.8193574
213.0,26121,2.7967119
244.0,26121,2.8812549
274.0,26121,2.850306
305.0,26121,2.8608739
335.0,26121,2.8744612
366.0,26121,2.9016356
397.0,26121,2.9069197
427.0,26121,2.8797452
458.0,26121,2.8737063
488.0,26121,2.8654029
519.0,26121,2.8455193
550.0,26121,2.9026704
578.0,26121,2.911694
609.0,26121,2.9094381
639.0,26121,2.8928945
670.0,26121,2.8778548
700.0,26121,2.8838706
731.0,26121,2.8838706
762.0,26121,2.8537912
792.0,26121,2.866575
823.0,26121,2.8808627
853.0,26121,2.919966
884.0,26121,2.9213853
915.0,26121,2.9168944
943.0,26121,2.9670436
974.0,26121,2.9767742
1004.0,26121,2.9558163
1035.0,26121,2.9692891
1065.0,26121,3.0546179
1096.0,26121,3.026175
1127.0,26121,3.0306659
1157.0,26121,3.0321629
0.0,26123,2.0874562
31.0,26123,2.1362541
61.0,26123,2.1281209
92.0,26123,2.1470978
122.0,26123,2.130832
153.0,26123,2.12537
184.0,26123,2.1092279
213.0,26123,2.1307507
244.0,26123,2.1630347
274.0,26123,2.1630347
305.0,26123,2.1119182
335.0,26123,2.1495831
366.0,26123,2.157654
397.0,26123,2.165725
427.0,26123,2.1926284
458.0,26123,2.1603444
488.0,26123,2.157654
519.0,26123,2.1133347
550.0,26123,2.7331748
578.0,26123,2.759892
609.0,26123,2.8400438
639.0,26123,2.8106549
670.0,26123,2.8159983
700.0,26123,2.81867
731.0,26123,2.8373721
762.0,26123,2.8347003
792.0,26123,2.8266852
823.0,26123,2.8213418
853.0,26123,2.8560741
884.0,26123,2.8080213
915.0,26123,2.7815306
943.0,26123,2.8530557
974.0,26123,2.8742483
1004.0,26123,2.8663011
1035.0,26123,2.8557048
1065.0,26123,2.8954411
1096.0,26123,2.8689501
1127.0,26123,2.8715992
1157.0,26123,2.9113355
0.0,26125,17.579437
31.0,26125,18.315544
61.0,26125,18.297831
92.0,26125,18.774323
122.0,26125,18.722008
153.0,26125,18.449715
184.0,26125,17.703857
213.0,26125,18.462244
244.0,26125,18.653444
274.0,26125,18.639183
305.0,26125,18.477219
335.0,26125,18.341839
366.0,26125,18.156649
397.0,26125,17.991016
427.0,26125,17.764162
458.0,26125,18.0502
488.0,26125,18.039095
519.0,26125,17.905674
550.0,26125,17.599543
578.0,26125,17.537952
609.0,26125,17.525898
639.0,26125,18.205624
670.0,26125,18.282511
700.0,26125,18.539003
731.0,26125,18.586615
762.0,26125,18.625717
792.0,26125,18.656614
823.0,26125,18.615385
853.0,26125,18.30966
884.0,26125,18.109547
915.0,26125,18.210117
943.0,26125,18.288115
974.0,26125,18.325199
1004.0,26125,18.26403
1035.0,26125,18.338602
1065.0,26125,18.526442
1096.0,26125,18.719624
1127.0,26125,18.766886
1157.0,26125,18.787241
0.0,26127,2.6018994
31.0,26127,2.5920064
61.0,26127,2.5672734
92.0,26127,2.5821133
122.0,26127,2.5969529
153.0,26127,2.6577909
184.0,26127,2.5838265
213.0,26127,2.5936882
244.0,26127,2.6134121
274.0,26127,2.7071006
305.0,26127,2.7071006
335.0,26127,2.6972387
366.0,26127,2.6972387
397.0,26127,2.7169626
427.0,26127,2.6528599
458.0,26127,2.638067
488.0,26127,2.6134121
519.0,26127,2.6048067
550.0,26127,2.6244655
578.0,26127,2.6736128
609.0,26127,2.7178454
639.0,26127,2.6883571
670.0,26127,2.6686981
700.0,26127,2.6637833
731.0,26127,2.7325895
762.0,26127,2.6981864
792.0,26127,2.6785276
823.0,26127,2.7031012
853.0,26127,2.6981864
884.0,26127,2.6904738
915.0,26127,2.6418216
943.0,26127,2.6758783
974.0,26127,2.6953392
1004.0,26127,2.6418216
1035.0,26127,2.6418216
1065.0,26127,2.6466868
1096.0,26127,2.651552
1127.0,26127,2.651552
1157.0,26127,2.6661477
0.0,26129,1.7608734
31.0,26129,1.7608734
61.0,26129,1.80783
92.0,26129,1.8371779
122.0,26129,1.8547866
153.0,26129,1.8358848
184.0,26129,1.812423
213.0,26129,1.8182884
244.0,26129,1.8652121
274.0,26129,1.8534812
305.0,26129,1.8476157
335.0,26129,1.8241539
366.0,26129,1.8182884
397.0,26129,1.8182884
427.0,26129,1.7948266
458.0,26129,1.7654995
488.0,26129,1.759634
519.0,26129,1.7731329
550.0,26129,2.1136684
578.0,26129,2.1019258
609.0,26129,2.1019258
639.0,26129,2.0901833
670.0,26129,2.0960546
700.0,26129,2.084312
731.0,26129,2.0725694
762.0,26129,2.0960546
792.0,26129,2.0901833
823.0,26129,2.0432129
853.0,26129,2.0901833
884.0,26129,2.063669
915.0,26129,2.0167673
943.0,26129,2.0109046
974.0,26129,1.9991792
1004.0,26129,1.8995134
1035.0,26129,1.9346895
1065.0,26129,1.9229642
1096.0,26129,1.9112388
1127.0,26129,1.9053761
1157.0,26129,1.8936507
0.0,26131,1.8469657
31.0,26131,1.7715794
61.0,26131,1.7527328
92.0,26131,1.7338861
122.0,26131,1.6773463
153.0,26131,1.6292889
184.0,26131,1.6292889
213.0,26131,1.6101208
244.0,26131,1.5142802
274.0,26131,1.5334483
305.0,26131,1.5334483
335.0,26131,1.5909526
366.0,26131,1.5717845
397.0,26131,1.6101208
427.0,26131,1.6101208
458.0,26131,1.6484569
488.0,26131,1.5526165
519.0,26131,1.6113377
550.0,26131,1.5725102
578.0,26131,1.591924
609.0,26131,1.591924
639.0,26131,1.5530965
670.0,26131,1.5142691
700.0,26131,1.5530965
731.0,26131,1.5336828
762.0,26131,1.4948554
792.0,26131,1.456028
823.0,26131,1.4754417
853.0,26131,1.4754417
884.0,26131,1.484375
915.0,26131,1.4648438
943.0,26131,1.4648438
974.0,26131,1.4453125
1004.0,26131,1.40625
1035.0,26131,1.4648438
1065.0,26131,1.4648438
1096.0,26131,1.4257813
1127.0,26131,1.5039063
1157.0,26131,1.4648438
0.0,26133,1.9286835
31.0,26133,1.9118637
61.0,26133,1.9623234
92.0,26133,1.8950437
122.0,26133,1.8838304
153.0,26133,1.894995
184.0,26133,1.8448334
213.0,26133,1.906142
244.0,26133,1.8782744
274.0,26133,1.9005685
305.0,26133,1.9005685
335.0,26133,1.894995
366.0,26133,1.9228625
397.0,26133,1.9507301
427.0,26133,1.9117155
458.0,26133,1.9228625
488.0,26133,1.9005685
519.0,26133,1.88784
550.0,26133,2.1321487
578.0,26133,2.1321487
609.0,26133,2.1321487
639.0,26133,2.1321487
670.0,26133,2.1321487
700.0,26133,2.1210439
731.0,26133,2.1321487
762.0,26133,2.1210439
792.0,26133,2.1043866
823.0,26133,2.0710716
853.0,26133,2.0821767
884.0,26133,2.0874751
915.0,26133,2.0709078
943.0,26133,2.0488181
974.0,26133,2.0377734
1004.0,26133,2.0432959
1035.0,26133,2.0598631
1065.0,26133,2.126132
1096.0,26133,2.1426992
1127.0,26133,2.1426992
1157.0,26133,2.1537442
0.0,26135,1.9619501
31.0,26135,1.9768133
61.0,26135,1.9916766
92.0,26135,1.9768133
122.0,26135,1.9322236
153.0,26135,1.9379845
184.0,26135,1.8485391
213.0,26135,1.8783542
244.0,26135,1.9081694
274.0,26135,1.9827073
305.0,26135,1.9677997
335.0,26135,1.9677997
366.0,26135,2.0125225
397.0,26135,2.0870602
427.0,26135,2.0423374
458.0,26135,2.0870602
488.0,26135,1.9976147
519.0,26135,1.9796041
550.0,26135,1.8596281
578.0,26135,1.8746251
609.0,26135,1.8896221
639.0,26135,1.8596281
670.0,26135,1.8296341
700.0,26135,1.8146371
731.0,26135,1.8596281
762.0,26135,1.8446311
792.0,26135,1.8746251
823.0,26135,1.8896221
853.0,26135,1.8896221
884.0,26135,1.8831266
915.0,26135,1.9578538
943.0,26135,1.9727993
974.0,26135,1.9429084
1004.0,26135,1.9279629
1035.0,26135,2.1670902
1065.0,26135,2.2119265
1096.0,26135,2.1670902
1127.0,26135,2.1521447
1157.0,26135,2.1521447
0.0,26137,4.3551354
31.0,26137,4.4129233
61.0,26137,4.3183608
92.0,26137,4.3708959
122.0,26137,4.3708959
153.0,26137,4.3326745
184.0,26137,4.2754602
213.0,26137,4.4419017
244.0,26137,4.4002914
274.0,26137,4.3378758
305.0,26137,4.3326745
335.0,26137,4.3430772
366.0,26137,4.3690834
397.0,26137,4.3170705
427.0,26137,4.3222718
458.0,26137,4.3118691
488.0,26137,4.2442527
519.0,26137,4.2308884
550.0,26137,4.3446779
578.0,26137,4.3808832
609.0,26137,4.3705387
639.0,26137,4.3808832
670.0,26137,4.458467
700.0,26137,4.437778
731.0,26137,4.4481225
762.0,26137,4.4326057
792.0,26137,4.437778
823.0,26137,4.4274335
853.0,26137,4.5412226
884.0,26137,4.5496607
915.0,26137,4.5445199
943.0,26137,4.6730413
974.0,26137,4.6421962
1004.0,26137,4.5856466
1035.0,26137,4.6216326
1065.0,26137,4.7193089
1096.0,26137,4.7141681
1127.0,26137,4.7038865
1157.0,26137,4.7090273
0.0,26139,5.5085006
31.0,26139,5.5312257
61.0,26139,5.4900365
92.0,26139,5.5842514
122.0,26139,5.5515838
153.0,26139,5.4317846
184.0,26139,5.3954453
213.0,26139,5.273849
244.0,26139,5.4001045
274.0,26139,5.4513521
305.0,26139,5.4499545
335.0,26139,5.4788394
366.0,26139,5.5067925
397.0,26139,5.4825664
427.0,26139,5.4685898
458.0,26139,5.4811687
488.0,26139,5.4653287
519.0,26139,5.4151826
550.0,26139,5.4492402
578.0,26139,5.5040088
609.0,26139,5.5251799
639.0,26139,5.5219579
670.0,26139,5.5210376
700.0,26139,5.554635
731.0,26139,5.5859313
762.0,26139,5.5827098
792.0,26139,5.594676
823.0,26139,5.6485238
853.0,26139,5.6692348
884.0,26139,5.6231251
915.0,26139,5.7090263
943.0,26139,5.7644758
974.0,26139,5.7717481
1004.0,26139,5.7262974
1035.0,26139,5.7526588
1065.0,26139,5.8462868
1096.0,26139,5.8008361
1127.0,26139,5.8149261
1157.0,26139,5.8244705
0.0,26141,1.9255813
31.0,26141,1.9534883
61.0,26141,1.9348837
92.0,26141,1.9441861
122.0,26141,1.9348837
153.0,26141,1.9660827
184.0,26141,1.9381289
213.0,26141,1.9567648
244.0,26141,2.0033545
274.0,26141,1.9847186
305.0,26141,1.9940366
335.0,26141,2.0033545
366.0,26141,2.0126724
397.0,26141,1.9754007
427.0,26141,1.9567648
458.0,26141,1.9940366
488.0,26141,1.9847186
519.0,26141,1.9891162
550.0,26141,1.9046725
578.0,26141,1.8671421
609.0,26141,1.9140552
639.0,26141,1.8859073
670.0,26141,1.8952899
700.0,26141,1.8765247
731.0,26141,1.8577595
762.0,26141,1.8389941
792.0,26141,1.7826984
823.0,26141,1.8014637
853.0,26141,1.7639332
884.0,26141,1.7607943
915.0,26141,1.7514282
943.0,26141,1.7607943
974.0,26141,1.7514282
1004.0,26141,1.7514282
1035.0,26141,1.7514282
1065.0,26141,1.7139646
1096.0,26141,1.7045987
1127.0,26141,1.6858668
1157.0,26141,1.6296712
0.0,26143,2.1824811
31.0,26143,2.2957926
61.0,26143,2.281013
92.0,26143,2.4238842
122.0,26143,2.3893979
153.0,26143,2.4030855
184.0,26143,2.447587
213.0,26143,2.4624209
244.0,26143,2.526701
274.0,26143,2.4920886
305.0,26143,2.4772546
335.0,26143,2.4970331
366.0,26143,2.5069225
397.0,26143,2.4970331
427.0,26143,2.5069225
458.0,26143,2.487144
488.0,26143,2.4673655
519.0,26143,2.4165595
550.0,26143,3.5307517
578.0,26143,6.2741408
609.0,26143,6.1156778
639.0,26143,6.1552935
670.0,26143,6.1899576
700.0,26143,6.1850057
731.0,26143,6.1800537
762.0,26143,6.1503415
792.0,26143,6.2097654
823.0,26143,6.2790928
853.0,26143,6.3484201
884.0,26143,6.4040136
915.0,26143,6.3892579
943.0,26143,6.3892579
974.0,26143,6.4138508
1004.0,26143,6.3990951
1035.0,26143,6.3794208
1065.0,26143,6.4187694
1096.0,26143,6.4335251
1127.0,26143,6.4630365
1157.0,26143,6.4630365
0.0,26145,3.1557963
31.0,26145,3.0528255
61.0,26145,3.0798883
92.0,26145,3.0772481
122.0,26145,3.0699873
153.0,26145,3.0694177
184.0,26145,3.0158005
213.0,26145,3.0045476
244.0,26145,3.0416162
274.0,26145,3.0482357
305.0,26145,3.0442638
335.0,26145,3.0727274
366.0,26145,3.0866282
397.0,26145,3.1627512
427.0,26145,3.1554699
458.0,26145,3.133626
488.0,26145,3.1058245
519.0,26145,3.1104851
550.0,26145,3.0865633
578.0,26145,3.0952017
609.0,26145,3.0991886
639.0,26145,3.0726089
670.0,26145,3.0719445
700.0,26145,3.0626416
731.0,26145,3.0453649
762.0,26145,3.0440359
792.0,26145,3.0493517
823.0,26145,3.0845699
853.0,26145,3.0912147
884.0,26145,3.1087635
915.0,26145,3.1134262
943.0,26145,3.128747
974.0,26145,3.134742
1004.0,26145,3.0894461
1035.0,26145,3.0981057
1065.0,26145,3.1587222
1096.0,26145,3.134742
1127.0,26145,3.1394048
1157.0,26145,3.1467321
0.0,26147,3.5553033
31.0,26147,3.6192334
61.0,26147,3.5896657
92.0,26147,3.6400106
122.0,26147,3.6056483
153.0,26147,3.5848379
184.0,26147,3.5720835
213.0,26147,3.5696919
244.0,26147,3.6430309
274.0,26147,3.6494081
305.0,26147,3.6884689
335.0,26147,3.6669457
366.0,26147,3.6844833
397.0,26147,3.6964407
427.0,26147,3.6988323
458.0,26147,3.6964407
488.0,26147,3.7251384
519.0,26147,3.7035563
550.0,26147,3.582598
578.0,26147,3.6160207
609.0,26147,3.6120417
639.0,26147,3.5985136
670.0,26147,3.5849853
700.0,26147,3.5762317
731.0,26147,3.7035563
762.0,26147,3.6868451
792.0,26147,3.6788871
823.0,26147,3.7091267
853.0,26147,3.6892323
884.0,26147,3.6819308
915.0,26147,3.7009711
943.0,26147,3.7390518
974.0,26147,3.7215981
1004.0,26147,3.6803441
1035.0,26147,3.6866908
1065.0,26147,3.7588856
1096.0,26147,3.7652323
1127.0,26147,3.8429804
1157.0,26147,3.8334603
0.0,26149,2.8969324
31.0,26149,2.8465698
61.0,26149,2.7874489
92.0,26149,2.8268628
122.0,26149,2.8005869
153.0,26149,2.7744403
184.0,26149,2.6499181
213.0,26149,2.7045331
244.0,26149,2.7220099
274.0,26149,2.7263789
305.0,26149,2.69361
335.0,26149,2.7023485
366.0,26149,2.6870563
397.0,26149,2.6848717
427.0,26149,2.6761332
458.0,26149,2.6630256
488.0,26149,2.628072
519.0,26149,2.6096444
550.0,26149,2.5965524
578.0,26149,2.5790966
609.0,26149,2.555095
639.0,26149,2.5485489
670.0,26149,2.5420032
700.0,26149,2.5398211
731.0,26149,2.5332751
762.0,26149,2.5245473
792.0,26149,2.5289111
823.0,26149,2.552913
853.0,26149,2.5769148
884.0,26149,2.5666165
915.0,26149,2.6254439
943.0,26149,2.6341591
974.0,26149,2.6450531
1004.0,26149,2.636338
1035.0,26149,2.7038803
1065.0,26149,2.7648866
1096.0,26149,2.7365623
1127.0,26149,2.7452774
1157.0,26149,2.7474563
0.0,26151,2.1533613
31.0,26151,2.2584033
61.0,26151,2.249135
92.0,26151,2.2954769
122.0,26151,2.2398665
153.0,26151,2.2444816
184.0,26151,2.2011995
213.0,26151,2.1579175
244.0,26151,2.3310456
274.0,26151,2.3495951
305.0,26151,2.3434119
335.0,26151,2.3155878
366.0,26151,2.284672
397.0,26151,2.3310456
427.0,26151,2.3743277
458.0,26151,2.2877636
488.0,26151,2.3124962
519.0,26151,2.3027232
550.0,26151,2.2069051
578.0,26151,2.2223597
609.0,26151,2.1976323
639.0,26151,2.209996
670.0,26151,2.209996
700.0,26151,2.2007232
731.0,26151,2.2038143
762.0,26151,2.1821778
792.0,26151,2.1543598
823.0,26151,2.1481779
853.0,26151,2.2254505
884.0,26151,2.2184458
915.0,26151,2.2215357
943.0,26151,2.2308049
974.0,26151,2.2246253
1004.0,26151,2.2153561
1035.0,26151,2.2184458
1065.0,26151,2.2524333
1096.0,26151,2.2338946
1127.0,26151,2.2833307
1157.0,26151,2.3080487
0.0,26153,1.7342784
31.0,26153,1.9604886
61.0,26153,1.9152466
92.0,26153,1.9906499
122.0,26153,1.9906499
153.0,26153,1.9900497
184.0,26153,1.9749736
213.0,26153,2.0202019
244.0,26153,1.9448214
274.0,26153,1.9448214
305.0,26153,1.7789838
335.0,26153,1.8091362
366.0,26153,1.8091362
397.0,26153,1.8392884
427.0,26153,1.8242123
458.0,26153,1.8242123
488.0,26153,1.8543645
519.0,26153,1.8321069
550.0,26153,1.6218652
578.0,26153,1.6969515
609.0,26153,1.8471242
639.0,26153,1.8321069
670.0,26153,1.8170897
700.0,26153,1.8170897
731.0,26153,1.8170897
762.0,26153,1.8471242
792.0,26153,1.8621415
823.0,26153,1.892176
853.0,26153,1.9222106
884.0,26153,1.934323
915.0,26153,1.9493177
943.0,26153,1.9793073
974.0,26153,2.0092967
1004.0,26153,2.0242915
1035.0,26153,2.0842705
1065.0,26153,2.1292548
1096.0,26153,2.11426
1127.0,26153,2.11426
1157.0,26153,2.1292548
0.0,26155,2.8076987
31.0,26155,2.8450351
61.0,26155,2.8469019
92.0,26155,2.8543694
122.0,26155,2.8487689
153.0,26155,2.8108633
184.0,26155,2.7922235
213.0,26155,2.7624002
244.0,26155,2.8164551
274.0,26155,2.822047
305.0,26155,2.7940874
335.0,26155,2.8127272
366.0,26155,2.8164551
397.0,26155,2.8723741
427.0,26155,2.8388226
458.0,26155,2.8052714
488.0,26155,2.7922235
519.0,26155,2.7911651
550.0,26155,2.6013658
578.0,26155,2.6143913
609.0,26155,2.6329989
639.0,26155,2.6274166
670.0,26155,2.6069481
700.0,26155,2.592062
731.0,26155,2.6143913
762.0,26155,2.6962655
792.0,26155,2.7409241
823.0,26155,2.7948866
853.0,26155,2.8060513
884.0,26155,2.8728685
915.0,26155,2.8115063
943.0,26155,2.7557225
974.0,26155,2.7482846
1004.0,26155,2.7334089
1035.0,26155,2.7594414
1065.0,26155,2.8022091
1096.0,26155,2.7538631
1127.0,26155,2.7352684
1157.0,26155,2.7278306
0.0,26157,2.085753
31.0,26157,2.0833826
61.0,26157,2.0715318
92.0,26157,2.0904932
122.0,26157,2.0904932
153.0,26157,2.0953603
184.0,26157,2.0478463
213.0,26157,2.0621006
244.0,26157,2.0834818
274.0,26157,2.0906088
305.0,26157,2.1048629
335.0,26157,2.1262443
366.0,26157,2.0929847
397.0,26157,2.1001117
427.0,26157,2.0787303
458.0,26157,2.0597248
488.0,26157,1.9908298
519.0,26157,1.9581219
550.0,26157,1.9557397
578.0,26157,1.9652684
609.0,26157,1.9628862
639.0,26157,1.9509755
670.0,26157,1.9557397
700.0,26157,1.9724147
731.0,26157,1.9605041
762.0,26157,1.9485934
792.0,26157,1.9557397
823.0,26157,1.9914719
853.0,26157,1.9867077
884.0,26157,1.9881142
915.0,26157,1.997661
943.0,26157,1.997661
974.0,26157,2.0143678
1004.0,26157,2.0143678
1035.0,26157,2.0334613
1065.0,26157,2.0740352
1096.0,26157,2.0573282
1127.0,26157,2.0549417
